Key,ShortKey,Source,Row,Module,Field,Character,CN,JA
AvgDialog_10125_Content_48,admV,avg序章_AvgDialog_C_M.csv,122,AvgDialog,Content,朵尔唤醒体,冷静。就算你的精神能够承受，拉蒙娜的伤势也不适合立即投入战斗。,冷静に。あなたの精神が耐えられても、ラモンナはあの傷じゃすぐには戦えない。
AvgDialog_10125_Content_49,admW,avg序章_AvgDialog_C_M.csv,123,AvgDialog,Content,朵尔唤醒体,那孩子还能坚持一会儿，先跟我来。,"オジールはもう少し頑張れるはず……
まずはわたしについてきて。"
AvgDialog_10135_Content_1,adpd,avg序章_AvgDialog_C_M.csv,124,AvgDialog,Content,奥吉尔,小心，别靠近！我的盾要撑不住了！,気をつけて、近づかないでください！ 僕のシールドが持ちません！
AvgDialog_10135_Content_2,adpm,avg序章_AvgDialog_C_M.csv,125,AvgDialog,Content,,只听“咣”地一声，萝坦的双剑再次击碎了黑色粘液凝固成的巨盾。,「ガン」と音が鳴り、ロータンの双剣が黒い盾を粉々に砕いた。
AvgDialog_10135_Content_3,adpn,avg序章_AvgDialog_C_M.csv,126,AvgDialog,Content,萝坦,不够看不够看！掀起狂浪吧！给我一场酣畅淋漓的战斗吧！,まだ足りぬ！ 大波を巻き起こせ！ 壮絶な戦闘をさせろ！
AvgDialog_10135_Content_4,adpo,avg序章_AvgDialog_C_M.csv,127,AvgDialog,Content,,名为萝坦的唤醒体挥舞着双刀，一次又一次地袭向奥吉尔，那威力昭示着无情的现实——她已经彻底失控了。,ロータンという覚醒体が二刀を振り回し、何度もオジールに襲いかかる。その勢いは彼女が完全に正気を失っていることを示していた。
AvgDialog_10135_Content_5,adpp,avg序章_AvgDialog_C_M.csv,128,AvgDialog,Content,拉蒙娜战损版,看这情形，我们只能……,この状況では、私たちは……
AvgDialog_10135_Content_6,adpq,avg序章_AvgDialog_C_M.csv,129,AvgDialog,Content,玩家,拉蒙娜，帮我压制萝坦！,ラモンナ、ロータンを抑えて！
AvgDialog_10135_Content_7,adpr,avg序章_AvgDialog_C_M.csv,130,AvgDialog,Content,拉蒙娜战损版,你不会是要……,あなた、まさか……
AvgDialog_10135_Content_8,adps,avg序章_AvgDialog_C_M.csv,131,AvgDialog,Content,玩家,我去链接她！,彼女とリンクする！
AvgDialog_10135_Content_9,adpt,avg序章_AvgDialog_C_M.csv,132,AvgDialog,Content,拉蒙娜战损版,别开玩笑了，唤醒体的失控会通过链接与调查员高频共振，即使是你也——,冗談はやめて、覚醒体の暴走はリンクを通じて調査員にも影響を与えるわ、たとえあなたでも……
AvgDialog_10135_Content_10,adpe,avg序章_AvgDialog_C_M.csv,133,AvgDialog,Content,,除了我没人能做到这点，你知道的。,私以外にはできないことだ。君も知っているだろう。
AvgDialog_10135_Content_11,adpf,avg序章_AvgDialog_C_M.csv,134,AvgDialog,Content,玩家,夸我的时候“百年一遇”，真面临危机了就把我当花瓶，这不太合适。,"褒めるときは「百年に一度」で、危険なときは「お飾り」扱い？
それはないよ。"
AvgDialog_10135_Content_12,adpg,avg序章_AvgDialog_C_M.csv,135,AvgDialog,Content,,有些风险总得面对。,リスクは避けられない。
AvgDialog_10135_Content_13,adph,avg序章_AvgDialog_C_M.csv,136,AvgDialog,Content,玩家,我们别无他法。这里失控的人太多了，不反抗的话，只会被疯狂吞没。,"他に方法が無い。ここには制御不能な人が多すぎる……
抵抗しなければ、狂気に飲み込まれるだけだ。"
AvgDialog_10135_Content_14,adpi,avg序章_AvgDialog_C_M.csv,137,AvgDialog,Content,玩家,"况且，就凭你我二人，根本不可能突破钟楼那边的包围。
我们需要帮助，需要支配唤醒体的力量。","それに、君と私だけではこの方位を突破するのは不可能だよ。
助けが必要だ、覚醒体の力が。"
AvgDialog_10135_Content_15,adpj,avg序章_AvgDialog_C_M.csv,138,AvgDialog,Content,玩家,拉蒙娜，支援我。,ラモンナ、援護を。
AvgDialog_10135_Content_16,adpk,avg序章_AvgDialog_C_M.csv,139,AvgDialog,Content,拉蒙娜战损版,既然你执意如此……作为“搭档”，我也没有更多阻止你的理由。,あなたがそう望むなら……「パートナー」として、もう止める理由はないわね。
AvgDialog_10135_Content_17,adpl,avg序章_AvgDialog_C_M.csv,140,AvgDialog,Content,拉蒙娜战损版,拉蒙娜，随时应战！,ラモンナーーいつでも戦えるわ！
AvgDialog_10129_Content_1,adnq,avg序章_AvgDialog_C_M.csv,141,AvgDialog,Content,朵尔唤醒体,发动银钥匙，%player%。,%player%、シルバーキーを発動して。
AvgDialog_10129_Content_2,adnr,avg序章_AvgDialog_C_M.csv,142,AvgDialog,Content,,银钥匙闪烁，一阵虚幻的景象突然浮现，并渐渐和眼前的现实重合。,シルバーキーが輝き、あらわれた幻想的な景色が、現実と重なる。
AvgDialog_10129_Content_3,adns,avg序章_AvgDialog_C_M.csv,143,AvgDialog,Content,,眩晕感让思维变得生涩，脑内似有警笛尖鸣，朵尔的声音也开始变得渺远起来……,"眩暈で思考が鈍くなる。
頭の中で警報が鳴り響き、ドールの声も遠くなっていく……"
AvgDialog_10129_Content_4,adnt,avg序章_AvgDialog_C_M.csv,144,AvgDialog,Content,,你竭力镇定心神，从嘈杂琐碎的乱语中分辨朵尔提供的信息。,"あなたは必死に心を落ち着かせた。
ドールから流れ込んでくる情報を、余計なノイズの中から見分ける。"
AvgDialog_10129_Content_5,adnu,avg序章_AvgDialog_C_M.csv,145,AvgDialog,Content,朵尔唤醒体,看见了吗？你眼前的就是密境——一个由<Yellow:幻梦维度>和<Yellow:现实维度>共同构成的特殊区域。,見えた？ 目の前にあるのが密境ーー<Yellow:幻夢次元>と<Yellow:現実次元>が共存する特別なエリアよ。
AvgDialog_10129_Content_6,adnv,avg序章_AvgDialog_C_M.csv,146,AvgDialog,Content,朵尔唤醒体,弥萨格在密境中投射了一部分<Blue:联络点>，以稳定调查员趋于疯狂的心智，为唤醒体弥合伤口。,"ミサゴは密境の一部に<Blue:休憩所>を準備しているわ。
調査員の狂気に傾いた精神を安定させ、覚醒体の傷をいやす場所よ。"
AvgDialog_10129_Content_7,adnw,avg序章_AvgDialog_C_M.csv,147,AvgDialog,Content,朵尔唤醒体,然而，人为干预在密境里效果有限，我们无法保证<Blue:联络点>出现的位置，一切还要依靠你的随机应变。,"ただ、密境の中では人為的な鑑賞の効果は限られているの。<Blue:連絡所>の位置も保証できない。
すべてはあなたの機転にかかっているわ。"
AvgDialog_10129_Content_8,adnx,avg序章_AvgDialog_C_M.csv,148,AvgDialog,Content,朵尔唤醒体,现在，就去最近的<Blue:联络点>，帮拉蒙娜治愈伤口吧。,とりあえず近くの<Blue:休憩所>へ行って、ラモンナの傷を治療しましょう。
AvgDialog_10121_Content_1,adlg,avg序章_AvgDialog_C_M.csv,149,AvgDialog,Content,拉蒙娜战损版,<Yellow:银芯>？没想到在这里……,<Yellow:シルバーコア>？ こんなところで見つかるなんて。
AvgDialog_10121_Content_2,adlh,avg序章_AvgDialog_C_M.csv,150,AvgDialog,Content,拉蒙娜战损版,"制造银钥匙，链接唤醒体，提供精神能源……
弥萨格的一切活动都与<Yellow:银芯>息息相关。","シルバーキーを製造し、覚醒体とリンクし、精神エネルギーを提供する……
ミサゴのすべての活動は、この<Yellow:シルバーコア>がもとになっているの。"
AvgDialog_10121_Content_3,adli,avg序章_AvgDialog_C_M.csv,151,AvgDialog,Content,拉蒙娜战损版,"哪怕是极微量的<Yellow:银芯>，对弥萨格的研究也有着超乎寻常的价值。
尽量把它们都收集起来吧。","このくらい微量の<Yellow:シルバーコア>でもすごく価値があるわ。
できるだけ集めておきましょう。"
AvgDialog_10137_Content_1,adpw,avg序章_AvgDialog_C_M.csv,152,AvgDialog,Content,萝坦,你们阻拦不了我！……无耻的人类……,"我は止められぬぞ！
……恥知らずな人間どもめ！"
AvgDialog_10137_Content_2,adpx,avg序章_AvgDialog_C_M.csv,153,AvgDialog,Content,,你触摸着刚刚获得的银钥匙，微弱的震动传来，催促你完成与萝坦的共鸣。,手にしたばかりのシルバーキーに触れると、微かな震度が伝わり、ロータンとのリンクが始まる。
AvgDialog_10137_Content_4,adpz,avg序章_AvgDialog_C_M.csv,155,AvgDialog,Content,萝坦,<Shake:早知如此……绝不与你们定下约定……>,<Shake:こんなことなら……約束しなかった……>
AvgDialog_10137_Content_5,adpA,avg序章_AvgDialog_C_M.csv,156,AvgDialog,Content,,拉蒙娜走近萝坦，向她伸出手。,ラモンナはロータンに近づき、手を差し出した。
AvgDialog_10137_Content_6,adpB,avg序章_AvgDialog_C_M.csv,157,AvgDialog,Content,拉蒙娜战损版,我知道，当年你被唤醒时，弥萨格曾许诺你，会与你一起战斗……战斗至这个星球的末日。,そうよね。目覚めたときに、ミサゴはこの惑星の終わりまで一緒に戦うと約束したわ。
AvgDialog_10137_Content_7,adpC,avg序章_AvgDialog_C_M.csv,158,AvgDialog,Content,拉蒙娜战损版,我们从未打算过违背约定，这个三百年，下一个三百年，我们都将为此负重前行。,"約束を破るつもりはない。
この三百年、そして次の三百年も、私たちはそれを背負って進むもの。"
AvgDialog_10137_Content_8,adpD,avg序章_AvgDialog_C_M.csv,159,AvgDialog,Content,拉蒙娜战损版,萝坦，你期待的酣畅淋漓的战斗，近在眼前。,"ロータン。
あなたの望み通り、思う存分戦えるわよ。"
AvgDialog_10132_Content_1,adoc,avg序章_AvgDialog_C_M.csv,160,AvgDialog,Content,萝坦,呵，就凭你们，也想毁灭这颗星球？,ふん……確かにな、我を差し置いて、融触生物程度がこの惑星を破壊できると思っているのか？
AvgDialog_10132_Content_2,adod,avg序章_AvgDialog_C_M.csv,161,AvgDialog,Content,萝坦,还远远不够！无论还有多少，统统放马过来吧！,まだまだ足りない！ どれだけあろうとも！ まとめてかかってこい！
AvgDialog_10131_Content_1,adnV,avg序章_AvgDialog_C_M.csv,162,AvgDialog,Content,朵尔唤醒体,现在，我和奥吉尔也出战。,この先はわたしとオジールも出陣するわ。
AvgDialog_10131_Content_2,adnW,avg序章_AvgDialog_C_M.csv,163,AvgDialog,Content,玩家,我能通过链接感受到，你和奥吉尔的状况还不足以……,リンクを通じて感じたけど、あなたとオジールの状態はまだ……
AvgDialog_10131_Content_3,adnX,avg序章_AvgDialog_C_M.csv,164,AvgDialog,Content,奥吉尔,"没关系的，守密人。
骑士就是为了守护大家而存在的，奥吉尔可以撑住！","問題ありません。騎士はみんなを守るために存在するのです。
僕はまだ耐えられます！"
AvgDialog_10131_Content_4,adnY,avg序章_AvgDialog_C_M.csv,165,AvgDialog,Content,朵尔唤醒体,不必担心，现在有你来稳定心神，我们不会失控，可以最大限度地利用狂气。,……心配ないわ。あなたが心を安定させてくれるおかげで、わたしたちは正気のまま狂気を最大限に利用できるの。
AvgDialog_10131_Content_5,adnZ,avg序章_AvgDialog_C_M.csv,166,AvgDialog,Content,朵尔唤醒体,只要积攒足够的狂气，我就能恢复状态。,十分に狂気を満たせば、状態も回復できるわ。
AvgDialog_10131_Content_6,adoa,avg序章_AvgDialog_C_M.csv,167,AvgDialog,Content,朵尔唤醒体,"别再犹豫了，守密人。
接下来能否突破围堵，就看你的指挥了。","迷わないで、守秘者さん。
ここを突破できるかは、あなたの指揮にかかっているのよ。"
AvgDialog_10131_Content_7,adob,avg序章_AvgDialog_C_M.csv,168,AvgDialog,Content,萝坦,就让我来见证一下吧——弥萨格的未来，究竟寄托在了怎样的指挥上。,"では見せてもらおうかーー
ミサゴの未来が、どんな指揮官に託されたのかを。"
AvgDialog_10123_Content_1,adll,avg序章_AvgDialog_C_M.csv,169,AvgDialog,Content,,你们穿过钟楼下的小门，进入一处隐蔽的封闭通道。,鐘楼の下の小さな扉をくぐり、隠された閉鎖通路へと入った。
AvgDialog_10123_Content_2,adlw,avg序章_AvgDialog_C_M.csv,170,AvgDialog,Content,,朵尔在前方引路，脚步敲击在金属路面，发出空洞的回响。,ドールが先導し、金属の路面を歩く足音が空しく響く。
AvgDialog_10123_Content_3,adlH,avg序章_AvgDialog_C_M.csv,171,AvgDialog,Content,奥吉尔,我还是第一次知道，钟楼下还有这样的密道……,鐘楼の下にこんな抜け道があるなんて……知りませんでした。
AvgDialog_10123_Content_4,adlS,avg序章_AvgDialog_C_M.csv,172,AvgDialog,Content,朵尔唤醒体,"尽人皆知的，我猜就不叫密道了。
通道连接的是<Yellow:黑池>，那是弥萨格的立身之本。","みんなが知っていることなら抜け道とは言わないわ。この通路は<Yellow:昏き海>に繋がっている。
ここはミサゴのテクノロジーの基盤よ。"
AvgDialog_10123_Content_5,adlZ,avg序章_AvgDialog_C_M.csv,173,AvgDialog,Content,朵尔唤醒体,如果没有黑池底的被称为<Yellow:核>的<Yellow:巨型银芯>，仅靠孱弱的人类精神来维持唤醒体现世，弥萨格的唤醒体技术不知道要比现在落后几十年。,"昏き海の底には<Yellow:核>と呼ばれる<Yellow:巨大なシルバーコア>があるの。
覚醒体を現世に維持するために、人間の精神力だけでは不十分……
この核がなければ、ミサゴの覚醒体技術はきっと何十年も遅れていたでしょうね。"
AvgDialog_10123_Content_6,adma,avg序章_AvgDialog_C_M.csv,174,AvgDialog,Content,奥吉尔,所以不允许未链接唤醒体离开弥萨格，也是担心我们会陷入疯狂吗？,リンクしていない覚醒体がミサゴを離れられないのは、ぼくたちが狂気に呑み込まれるのを心配しているからなのですか？
AvgDialog_10123_Content_7,admb,avg序章_AvgDialog_C_M.csv,175,AvgDialog,Content,朵尔唤醒体,"那倒不完全是。
如果每个唤醒体都像你一样省心就好了，奥吉尔。",それだけじゃないわ。すべての覚醒体がオジール、あなたのように手がかからないといいんだけど。
AvgDialog_10123_Content_8,admc,avg序章_AvgDialog_C_M.csv,176,AvgDialog,Content,朵尔唤醒体,好了，我们到了。,さあ、着いたわ。
AvgDialog_10123_Content_9,admd,avg序章_AvgDialog_C_M.csv,177,AvgDialog,Content,,"说着，朵尔按下了通道侧面一个不显眼的按钮。
叮的一声，门洞敞开，你们迈入光线幽暗的狭小空间。","そう言ってドールは通路の側面にある目立たないボタンを押した。
チンという音とともに扉が開き、薄暗く狭い空間に足を踏み入れる。"
AvgDialog_10123_Content_10,adlm,avg序章_AvgDialog_C_M.csv,178,AvgDialog,Content,,……,……
AvgDialog_10123_Content_11,adln,avg序章_AvgDialog_C_M.csv,179,AvgDialog,Content,,大门缓缓开启，禁忌之所的景象初次展现在你们眼前。,"大きな扉がゆっくりと開く。
禁忌の場所の光景が、目の前に広がっていた。"
AvgDialog_10123_Content_13,adlp,avg序章_AvgDialog_C_M.csv,181,AvgDialog,Content,,祂的下身浸于黑色的泥沼中，那吞噬一切的黑暗衬得祂更加光耀夺目，洁白无瑕。,「それ」の下半身は黒い泥に浸かっている。すべてを飲み込むような闇は、「それ」をより一層輝かしく、純白で無垢なものに見せていた。
AvgDialog_10123_Content_14,adlq,avg序章_AvgDialog_C_M.csv,182,AvgDialog,Content,,恍惚间，你眼前非人的身影，与你在钥冢中出神时看到的年轻女性的轮廓悄然重合。,ぼんやりと、あなたの目の前にいる人ならざる者のその姿は、鍵塚で見た若い女性の輪郭と重なった。
AvgDialog_10123_Content_15,adlr,avg序章_AvgDialog_C_M.csv,183,AvgDialog,Content,,祂没有面孔，你却从祂伫立的身姿中读出了某种悲悯。,"「それ」には顔がない。
しかしその立ち姿からは、なにかしらの慈悲が感じられた。"
AvgDialog_10123_Content_16,adls,avg序章_AvgDialog_C_M.csv,184,AvgDialog,Content,,至高、至洁、至善、至美。,至高、至上、至善、至美ーー
AvgDialog_10123_Content_17,adlt,avg序章_AvgDialog_C_M.csv,185,AvgDialog,Content,塔薇,<Shake:你……来了……>,<Shake:よく……来た……>
AvgDialog_10123_Content_18,adlu,avg序章_AvgDialog_C_M.csv,186,AvgDialog,Content,,白色的怪物发出喑哑的声音，似是嘶吼，又似是悲鸣。,"白い怪物はかすれた声を発した。
それは咆哮のようでもあり、悲鳴のようでもある。"
AvgDialog_10123_Content_19,adlv,avg序章_AvgDialog_C_M.csv,187,AvgDialog,Content,,那绝非人类的语言，你却理解了祂话语中的含义。,決して人間の言語ではなかったが、あなたには、「それ」の言葉の意味がわかった。
AvgDialog_10123_Content_20,adlx,avg序章_AvgDialog_C_M.csv,188,AvgDialog,Content,,眼前的一切突然变得模糊，你眨了眨眼睛，温热的液体从你脸颊滑过。,目の前の光景が突然ぼやけ、まばたきをすると、温かい液体が頬を伝っていく。
AvgDialog_10123_Content_21,adly,avg序章_AvgDialog_C_M.csv,189,AvgDialog,Content,,那是泪水吗？可是为什么？是什么让你感到胸口发紧，眼眶酸涩？,"涙……なのか？ だがなぜ？
なにが胸を締めつけ、視界を滲ませるのだろう。"
AvgDialog_10123_Content_22,adlz,avg序章_AvgDialog_C_M.csv,190,AvgDialog,Content,朵尔唤醒体,……<Yellow:塔薇>？,……<Yellow:タヴィ>？
AvgDialog_10123_Content_23,adlA,avg序章_AvgDialog_C_M.csv,191,AvgDialog,Content,,朵尔口中喃喃出的字句让拉蒙娜神色一变。,ドールが口にした言葉に、ラモンナの表情が変わる。
AvgDialog_10123_Content_24,adlB,avg序章_AvgDialog_C_M.csv,192,AvgDialog,Content,拉蒙娜战损版,塔薇？是创始人之一的那个，唤醒体塔薇吗？,"タヴィ？
創設者の一人、覚醒体タヴィのこと？"
AvgDialog_10123_Content_25,adlC,avg序章_AvgDialog_C_M.csv,193,AvgDialog,Content,,"你也记得。
在<Blue:《弥萨格校史》>中，这个名字和另外两个名字是一同出现的。","それは、あなたも知っている話だった。
<Blue:《ミサゴ校史》>には、その名が他の二つの名前と共に記されている。"
AvgDialog_10123_Content_26,adlD,avg序章_AvgDialog_C_M.csv,194,AvgDialog,Content,,洪积90年，<Blue:华德·菲利普斯>，<Blue:刻拉尔克什>和<Blue:塔薇>成立了<Blue:弥萨格学院（Mythag College）>。,A.F.90年、<Blue:ワード・フィリップス>、<Blue:クラークシュ>、そして<Blue:タヴィ>が、<Blue:ミサゴ学院（Mythag College）>を設立した。
AvgDialog_10123_Content_27,adlE,avg序章_AvgDialog_C_M.csv,195,AvgDialog,Content,,那正是你现在所在的，<Blue:弥萨格大学（Mythag University）>的前身。,それが、あなたの所属している<Blue:ミサゴ大学（Mythag University）>の前身だ。
AvgDialog_10123_Content_28,adlF,avg序章_AvgDialog_C_M.csv,196,AvgDialog,Content,朵尔唤醒体,守密人。,守秘者さん。
AvgDialog_10123_Content_29,adlG,avg序章_AvgDialog_C_M.csv,197,AvgDialog,Content,玩家,我在。,ここにいるよ。
AvgDialog_10123_Content_30,adlI,avg序章_AvgDialog_C_M.csv,198,AvgDialog,Content,朵尔唤醒体,你现在能站在这里，而不是被塔薇驱逐出去，就说明你的命运已经与弥萨格的未来紧紧相连了。,タヴィに追い出されず、こうしてここに立っているということは、あなたの運命がミサゴ大学の未来と深く結びついている証拠よ。
AvgDialog_10123_Content_31,adlJ,avg序章_AvgDialog_C_M.csv,199,AvgDialog,Content,朵尔唤醒体,所以，你有资格听我接下来说的信息。,だから、これから話すことを聞く資格があるわ。
AvgDialog_10123_Content_32,adlK,avg序章_AvgDialog_C_M.csv,200,AvgDialog,Content,朵尔唤醒体,"这是弥萨格大学隐藏最深的秘密。
塔薇——这位弥萨格大学创始人——既非人类，也不是唤醒体。","これはミサゴ大学の最も重要な秘密。
タヴィーーミサゴ大学の創設者ーーは人間でも覚醒体でもない。"
AvgDialog_10123_Content_33,adlL,avg序章_AvgDialog_C_M.csv,201,AvgDialog,Content,朵尔唤醒体,祂是来自其他维度的生物，最初出现时，只是初代校长菲利普斯聆听到的一缕絮语。,「それ」は異次元から来た生物。最初に現れたときは、初代学長フィリップスが聞いた囁きに過ぎなかったの。
AvgDialog_10123_Content_34,adlM,avg序章_AvgDialog_C_M.csv,202,AvgDialog,Content,朵尔唤醒体,与“塔薇是唤醒体”这个认知恰好相反，提炼银芯、<Yellow:唤醒与上位意志共鸣的亡者>的唤醒体技术，是在塔薇的引导下诞生的。,「タヴィは覚醒体である」という認識は誤りで、全くの逆。
AvgDialog_10123_Content_35,adlN,avg序章_AvgDialog_C_M.csv,203,AvgDialog,Content,朵尔唤醒体,塔薇预言了融蚀的降临和世界毁灭的未来，传递了最初的「真理」，并在弥萨格学院建立后陷入沉睡。,タヴィは融触の到来と世界の滅亡を予言し、最初の「真理」を伝え、ミサゴ学院の設立後に眠りについた。
AvgDialog_10123_Content_36,adlO,avg序章_AvgDialog_C_M.csv,204,AvgDialog,Content,朵尔唤醒体,根据菲利普斯先生的记载，这是塔薇为了避免「受到注视」，而选择的一种「非存在的」存在方式。,フィリップス氏の記録によると、これは「注視される」ことを避けるためにタヴィが選んだ「存在しない」ままそこに「いる」方法らしいわ。
AvgDialog_10123_Content_37,adlP,avg序章_AvgDialog_C_M.csv,205,AvgDialog,Content,朵尔唤醒体,只有当「变数」出现，祂才会以「苏醒」的方式「重生」——,「変数」が現れたときのみ、「それ」は「目覚め」という形で「再生」するーー
AvgDialog_10123_Content_38,adlQ,avg序章_AvgDialog_C_M.csv,206,AvgDialog,Content,拉蒙娜战损版,快看！,見て！
AvgDialog_10123_Content_39,adlR,avg序章_AvgDialog_C_M.csv,207,AvgDialog,Content,,仿佛预兆着某种禁忌与灾厄的降临，「塔薇」发出一声刺破耳膜的尖啸。,禁忌と災厄の到来を告げるかのように、「タヴィ」が耳をつんざく鋭い叫び声をあげた。
AvgDialog_10123_Content_40,adlT,avg序章_AvgDialog_C_M.csv,208,AvgDialog,Content,,伴随雏鸟破壳般的颤抖，六扇银色巨型羽翼自祂的身躯向两侧伸展开来。,雛が殻を破るような震えとともに、「それ」の殻だから六枚の巨大な銀色の翼が広がる。
AvgDialog_10123_Content_41,adlU,avg序章_AvgDialog_C_M.csv,209,AvgDialog,Content,,羽翼的末梢不断滴落银色的液滴，淅淅沥沥地落入黑色的池水。,翼のさきから銀色の液体が滴り、昏き海にぽつぽつと落ちていく。
AvgDialog_10123_Content_42,adlV,avg序章_AvgDialog_C_M.csv,210,AvgDialog,Content,,银色液体融入黑池的瞬间，池中波纹激荡，漆黑扭曲的融蚀体纷纷涌出。,銀色の液体が海に溶けた瞬間、昏き海に波紋が広がり、歪んだ融触生物が次々と湧き出てきた。
AvgDialog_10123_Content_43,adlW,avg序章_AvgDialog_C_M.csv,211,AvgDialog,Content,,畸形的怪物无视物理规律冲出黑池，有些向你们扑来，有些向钟楼外的广场而去。,その奇妙な怪物たちは物理法則を無視して昏き海から飛び出し、一部はあなたたちに襲いかかり、一部は鐘楼の外の広場へ向かっていく。
AvgDialog_10123_Content_44,adlX,avg序章_AvgDialog_C_M.csv,212,AvgDialog,Content,塔薇,<Shake:终于……找到……你……了……>,<Shake:やっと……みつけ……た……>
AvgDialog_10123_Content_45,adlY,avg序章_AvgDialog_C_M.csv,213,AvgDialog,Content,朵尔唤醒体,阻止祂！只有让祂停下，才能切断怪物的源头！,「それ」を止めて！「それ」が怪物発生の源よ！
AvgDialog_10133_Content_1,adoe,avg序章_AvgDialog_C_M.csv,214,AvgDialog,Content,拉蒙娜战损版,结束……了……吗……？,終わった……の……？
AvgDialog_10133_Content_2,adop,avg序章_AvgDialog_C_M.csv,215,AvgDialog,Content,,「塔薇」仍静立原地，只是姿态已不似之前从容。,「タヴィ」はその場に立ち尽くしていたが、先ほどまでの余裕は見られなかった。
AvgDialog_10133_Content_3,adoA,avg序章_AvgDialog_C_M.csv,216,AvgDialog,Content,,在其他所有人反应过来之前，祂猛然张开银色的羽翼，向拉蒙娜扑去。,他の全員が反応する前に、銀色の翼を広げ、ラモンナに襲いかかる。
AvgDialog_10133_Content_4,adoL,avg序章_AvgDialog_C_M.csv,217,AvgDialog,Content,,时间像是凝固了,時間がとまったように感じた。
AvgDialog_10133_Content_5,adoV,avg序章_AvgDialog_C_M.csv,218,AvgDialog,Content,,你爆发出能够达到的最快速度，勉强挡在了拉蒙娜的面前。,あなたは全速力でラモンナの前に立ちはだかった。
AvgDialog_10133_Content_6,adoW,avg序章_AvgDialog_C_M.csv,219,AvgDialog,Content,,白色的怪物直视着你。,白い怪物があなたを見つめている。
AvgDialog_10133_Content_7,adoX,avg序章_AvgDialog_C_M.csv,220,AvgDialog,Content,,用它那没有面孔的苍白身躯，静静地凝视着你。,顔のない白い体で、じっとあなたを見つめている。
AvgDialog_10133_Content_9,adoZ,avg序章_AvgDialog_C_M.csv,222,AvgDialog,Content,,在你面前出现的，是神情淡漠的女性面庞。,"次の瞬間、白い六翼の怪物の姿は消えーー
あなたの前に現れたのは、無表情な顔の女性だった。"
AvgDialog_10133_Content_10,adof,avg序章_AvgDialog_C_M.csv,223,AvgDialog,Content,,她伸出手来，轻轻点了点你胸口的银钥匙。,彼女は手を伸ばし、あなたの胸に光るシルバーキーにそっと触れる。
AvgDialog_10133_Content_11,adog,avg序章_AvgDialog_C_M.csv,224,AvgDialog,Content,,银钥匙闪过回应的微光。,シルバーキーが微かに光る。
AvgDialog_10133_Content_12,adoh,avg序章_AvgDialog_C_M.csv,225,AvgDialog,Content,“塔薇”,你就是变数，是原初也是终末的答案。,そなたこそが変数ーー始まりであり、終焉の答え。
AvgDialog_10133_Content_13,adoi,avg序章_AvgDialog_C_M.csv,226,AvgDialog,Content,“塔薇”,但愿你，是一切的转机……,願わくば、そなたこそがすべてを変える契機であれ……
AvgDialog_10133_Content_15,adok,avg序章_AvgDialog_C_M.csv,228,AvgDialog,Content,,洁白的六翼怪物，神情淡漠的女性，四散奔袭的淤泥魔物，扭曲啸叫的唤醒体黑影……,白い六翼の怪物、無表情な女性、泥のような怪物、覚醒体の黒い影……
AvgDialog_10133_Content_16,adol,avg序章_AvgDialog_C_M.csv,229,AvgDialog,Content,,全都化成了一滩黑水，随后消失不见。,すべてが黒い水となり、跡形もなく消えていった。
AvgDialog_10133_Content_17,adom,avg序章_AvgDialog_C_M.csv,230,AvgDialog,Content,,不顾拉蒙娜和朵尔的呼喊，你握着银钥匙眺望高处，眺望向「塔薇」退回的「门」之内。,ラモンナとドールの呼びかけは耳に入らず、あなたはシルバーキーを握りしめ「タヴィ」が戻った「扉」を見上げた。
AvgDialog_10133_Content_18,adon,avg序章_AvgDialog_C_M.csv,231,AvgDialog,Content,,"你清晰地记得刚才看到的面容。
无论是淡漠的神色，眉眼的轮廓，还是嘴唇的弧度，都与拉蒙娜——","先ほど見た顔を、あなたははっきりと覚えている。
無表情な顔、眉目の輪郭、唇の形、
どれをとってもラモンナと……"
AvgDialog_10133_Content_19,adoo,avg序章_AvgDialog_C_M.csv,232,AvgDialog,Content,,——一模一样。,……まったく同じだった。
AvgDialog_10133_Content_20,adoq,avg序章_AvgDialog_C_M.csv,233,AvgDialog,Content,,"两天后

钥冢",二日後、鍵塚にて
AvgDialog_10133_Content_21,ador,avg序章_AvgDialog_C_M.csv,234,AvgDialog,Content,诃勒特,……弥萨格大学是对抗融蚀的先行者，是守望人类未来的重要防线。,……ミサゴ大学は融蝕に対抗する先駆者たる組織であり、人類の未来を守る重要な防衛線です。
AvgDialog_10133_Content_22,ados,avg序章_AvgDialog_C_M.csv,235,AvgDialog,Content,诃勒特,三百年来，弥萨格大学为解决融蚀，在暗中守护人类的平静生活，付出了沉重的代价。,三百年もの間、ミサゴ大学は融蝕を解決するために、人類の平穏な生活を守るために、多大な犠牲を払ってきました。
AvgDialog_10133_Content_23,adot,avg序章_AvgDialog_C_M.csv,236,AvgDialog,Content,诃勒特,这片墓园，是我们提前准备的归宿，也是弥萨格师生为人类存续献出生命的觉悟。,この鍵塚は、私たちがあらかじめ用意した変える場所であり、ミサゴの教師と学生が人類存続のために命を捧げる覚悟を示しています。
AvgDialog_10133_Content_24,adou,avg序章_AvgDialog_C_M.csv,237,AvgDialog,Content,,演说还在继续，诃勒特合眼，叹了口气，呵出的白色水雾消散在雨丝中。,"演説は続き、ハレトは目を閉じてため息をついた。
吐き出した白い息は雨の中に消えていく。"
